order_id,product_id,product_name,category,quantity,price,total_price,sale_date
ORD20251102017,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-02
ORD20251102018,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-02
ORD20251102018,P010,Mineral Water 500ml,Beverages,2,1.0,2.0,2025-11-02
ORD20251102018,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-02
ORD20251102019,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-02
ORD20251102019,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-02
ORD20251102020,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-02
ORD20251102020,P006,Croissant,Bakery,2,1.8,3.6,2025-11-02
ORD20251102020,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-02
ORD20251102020,P003,Lays Classic Chips,Snacks,3,2.0,6.0,2025-11-02
ORD20251102021,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-02
ORD20251102021,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-02
ORD20251102021,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-02
ORD20251102022,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-02
ORD20251102022,P008,Yogurt 500g,Dairy,3,3.0,9.0,2025-11-02
ORD20251102022,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-02
ORD20251102022,P006,Croissant,Bakery,3,1.8,5.4,2025-11-02
ORD20251102023,P005,Whole Wheat Bread,Bakery,2,3.5,7.0,2025-11-02
ORD20251102023,P011,Chocolate Bar,Snacks,2,1.8,3.6,2025-11-02
ORD20251102023,P008,Yogurt 500g,Dairy,2,3.0,6.0,2025-11-02
ORD20251102023,P007,Milk 1L,Dairy,1,2.2,2.2,2025-11-02
ORD20251102024,P014,Apples 1kg,Fruits,1,2.8,2.8,2025-11-02
ORD20251102025,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-02
ORD20251102026,P009,Eggs 12pcs,Dairy,2,4.0,8.0,2025-11-02
ORD20251102026,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-02
ORD20251102027,P013,Shampoo,Personal Care,1,5.5,5.5,2025-11-02
ORD20251102027,P014,Apples 1kg,Fruits,2,2.8,5.6,2025-11-02
ORD20251102028,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-02
ORD20251102029,P013,Shampoo,Personal Care,2,5.5,11.0,2025-11-02
ORD20251102029,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-02
ORD20251102030,P003,Lays Classic Chips,Snacks,1,2.0,2.0,2025-11-02
ORD20251102030,P002,Pepsi 330ml,Beverages,1,1.45,1.45,2025-11-02
ORD20251102031,P015,Bananas 1kg,Fruits,3,1.5,4.5,2025-11-02
ORD20251102031,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-02
ORD20251102031,P013,Shampoo,Personal Care,3,5.5,16.5,2025-11-02
ORD20251102032,P002,Pepsi 330ml,Beverages,2,1.45,2.9,2025-11-02
ORD20251102032,P010,Mineral Water 500ml,Beverages,3,1.0,3.0,2025-11-02
ORD20251102033,P004,Doritos Nacho Cheese,Snacks,3,2.2,6.6000000000000005,2025-11-02
ORD20251102033,P005,Whole Wheat Bread,Bakery,1,3.5,3.5,2025-11-02
ORD20251102033,P008,Yogurt 500g,Dairy,1,3.0,3.0,2025-11-02
ORD20251102033,P011,Chocolate Bar,Snacks,1,1.8,1.8,2025-11-02
